t_device,t_host,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,dropped_before,buttons,seq
5.015000,19.124066,0.12206,0.06103,-0.06103,0.10614,-0.00146,1.00699,0,0,1002
5.020000,19.139384,0.06103,0.06103,0.00000,0.10638,-0.00122,1.00699,0,0,1003
5.025000,19.139384,-0.12206,0.00000,0.06103,0.10712,-0.00122,1.00626,0,0,1004
5.030000,19.139384,-0.12206,0.12206,0.00000,0.10663,-0.00268,1.00674,0,0,1005
5.030000,19.154138,-0.18309,0.00000,0.06103,0.10614,-0.00293,1.00772,0,0,1006
5.035000,19.154138,0.00000,0.00000,0.06103,0.10492,-0.00220,1.00894,0,0,1007
5.040000,19.154138,0.12206,0.06103,0.00000,0.10541,-0.00195,1.00772,0,0,1008
5.045000,19.169413,0.12206,0.12206,-0.12206,0.10663,-0.00073,1.00699,0,0,1009
5.050000,19.169413,0.00000,0.06103,0.00000,0.10638,-0.00098,1.00748,0,0,1010
5.055000,19.169413,-0.12206,0.00000,0.06103,0.10565,-0.00122,1.00772,0,0,1011
5.060000,19.184221,-0.18309,0.06103,0.00000,0.10492,-0.00098,1.00748,0,0,1012
5.065000,19.184221,-0.18309,0.00000,-0.06103,0.10541,-0.00122,1.00674,0,0,1013
5.070000,19.184221,0.00000,0.06103,0.00000,0.10541,-0.00171,1.00772,0,0,1014
5.075000,19.199166,0.12206,0.00000,0.00000,0.10565,-0.00171,1.00796,0,0,1015
5.080000,19.199166,0.12206,-0.12206,0.00000,0.10541,-0.00122,1.00748,0,0,1016
5.085000,19.199166,0.06103,-0.12206,0.00000,0.10492,-0.00098,1.00723,0,0,1017
5.090000,19.214423,0.00000,-0.06103,0.00000,0.10516,-0.00073,1.00699,0,0,1018
5.095000,19.214423,-0.18309,0.06103,0.12206,0.10614,-0.00171,1.00748,0,0,1019
5.100000,19.214423,-0.12206,0.06103,0.06103,0.10565,-0.00317,1.00870,0,0,1020
5.105000,19.229366,0.06103,0.06103,-0.06103,0.10541,-0.00268,1.00821,0,0,1021
5.110000,19.229366,0.12206,0.12206,0.00000,0.10565,-0.00293,1.00796,0,0,1022
5.115000,19.229366,0.12206,0.00000,0.00000,0.10590,-0.00220,1.00772,0,0,1023
5.120000,19.244222,0.00000,0.00000,0.06103,0.10541,-0.00195,1.00821,0,0,1024
5.125000,19.244222,0.12206,0.06103,0.06103,0.10565,-0.00146,1.00772,0,0,1025
5.130000,19.244222,0.12206,0.06103,0.06103,0.10565,-0.00122,1.00796,0,0,1026
5.135000,19.259036,-0.06103,-0.06103,0.06103,0.10590,-0.00146,1.00748,0,0,1027
5.140000,19.259036,0.00000,-0.12206,0.00000,0.10565,-0.00146,1.00796,0,0,1028
5.145000,19.259036,0.06103,-0.06103,0.00000,0.10565,-0.00146,1.00748,0,0,1029
5.150000,19.274098,-0.06103,0.06103,0.06103,0.10638,-0.00122,1.00674,0,0,1030
5.155000,19.274098,-0.06103,0.00000,0.06103,0.10663,-0.00098,1.00650,0,0,1031
5.160000,19.274098,0.06103,-0.06103,0.00000,0.10565,-0.00171,1.00674,0,0,1032
5.165000,19.289244,-0.06103,-0.06103,0.06103,0.10590,-0.00244,1.00504,0,0,1033
5.170000,19.289244,-0.18309,0.06103,0.06103,0.10565,-0.00342,1.00382,0,0,1034
5.175000,19.289244,-0.12206,0.00000,0.06103,0.10614,-0.00366,1.00992,0,0,1035
5.180000,19.304359,0.12206,-0.06103,0.06103,0.10712,-0.00268,1.01528,0,0,1036
5.185000,19.304359,0.30515,0.06103,0.06103,0.10638,-0.00171,1.00894,0,0,1037
5.190000,19.304359,0.18309,0.12206,0.00000,0.10468,0.00024,0.99894,0,0,1038
5.195000,19.319045,-0.18309,0.00000,0.00000,0.10565,-0.00073,1.00064,0,0,1039
5.200000,19.319045,-0.36618,-0.06103,0.06103,0.10736,-0.00268,1.00699,0,0,1040
5.205000,19.319045,-0.24412,0.12206,0.00000,0.10760,-0.00390,1.00992,0,0,1041
5.210000,19.334261,0.24412,0.06103,0.00000,0.10809,-0.00220,1.01089,0,0,1042
5.215000,19.334261,0.42721,0.06103,0.06103,0.10712,-0.00098,1.00772,0,0,1043
5.220000,19.334261,0.18309,0.00000,-0.12206,0.10541,0.00098,1.00308,0,0,1044
5.225000,19.349372,-0.06103,-0.12206,-0.06103,0.10565,0.00000,1.00308,0,0,1045
5.230000,19.349372,-0.18309,-0.06103,0.00000,0.10638,-0.00268,1.00552,0,0,1046
5.235000,19.349372,-0.24412,0.12206,0.06103,0.10541,-0.00366,1.00748,0,0,1047
5.240000,19.364093,-0.12206,-0.06103,0.00000,0.10590,-0.00415,1.00699,0,0,1048
5.245000,19.364093,0.18309,-0.06103,-0.06103,0.10687,-0.00366,1.00650,0,0,1049
5.250000,19.364093,0.12206,0.06103,-0.12206,0.10565,-0.00146,1.00796,0,0,1050
5.255000,19.379397,0.12206,0.06103,-0.06103,0.10516,0.00049,1.00699,0,0,1051
5.260000,19.379397,0.00000,0.06103,0.00000,0.10590,-0.00073,1.00504,0,0,1052
